COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
CEP85L	7.207533226593743	5.697454053896217e-13	0.656749	0.296756	0.0268913	0.547077	0.291944	0.0609427	0.820949	0.365274	0.024609	0.116375	0.149422	0.436075	0.0236636678776435	0.251191763642976	0.92494584567359	43.0	17.0	31.0	132.0	61.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF777	7.14621305114666	8.920457503167735e-13	0.749222	0.335216	0.0254147	-0.11384	0.374118	0.760909	1.00186	0.415439	0.0158835	0.284581	0.148106	0.0546727	0.215394382934063	0.244094602498592	0.37754878560613	28.0	12.0	20.0	105.0	61.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LAT	7.067160688783952	1.581358028323921e-12	0.383077	0.345959	0.268168	0.256227	0.292201	0.380547	-0.298296	0.536011	0.577861	0.312957	0.140308	0.0257144	1.04728919798518	0.307213444891926	0.0006520259662626	25.0	14.0	16.0	63.0	25.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SYT17	6.860877066640293	6.843904131750618e-12	0.423188	0.33269	0.203367	0.387824	0.292257	0.18451	0.46539	0.364215	0.201324	0.0930485	0.147863	0.529161	0.501124113164399	0.212811091729054	0.0185334848423653	27.0	15.0	26.0	83.0	54.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	22.184678549329767	4.828708687450996e-109	0.686803	0.16392	2.79129e-05	0.567902	0.129786	1.21058e-05	0.422559	0.236469	0.0739456	0.531911	0.079928	2.83539e-11	0.669509757037131	0.129316351187564	2.25118087878369e-07	37.0	17.0	28.0	89.0	21.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF777	9.305744761477941	1.3305652402304213e-20	0.849188	0.281523	0.00255789	0.142378	0.279554	0.610538	1.0125	0.294222	0.000578957	0.174007	0.119483	0.145302	0.215394382934063	0.244094602498592	0.37754878560613	29.0	13.0	22.0	107.0	61.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LSR	9.214292055851535	3.1333908923328367e-20	0.452144	0.164979	0.00613252	0.389609	0.189903	0.0402064	0.521556	0.205301	0.0110711	0.0156777	0.0798585	0.844361	0.199387817072404	0.11831058046768	0.0919323425032511	55.0	26.0	38.0	143.0	83.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NUP210	8.486828034625185	2.1235364725856618e-17	0.25994	0.112504	0.0208605	0.153764	0.090641	0.089809	0.163674	0.167814	0.329397	0.055011	0.0509113	0.279908	0.215867383609869	0.0890516461477096	0.0153476659529858	138.0	65.0	89.0	369.0	212.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EEA1	8.413423096539717	3.982153866026791e-17	0.590326	0.124889	2.28064e-06	0.064873	0.111883	0.56203	0.0965589	0.181908	0.59555	0.0201216	0.0621534	0.746135	0.281506105845934	0.124989607473326	0.0243073559565939	55.0	28.0	35.0	165.0	92.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IRX6	8.023245948063188	1.029868568483989e-15	0.44192	0.289191	0.126482	0.541059	0.353948	0.126354	0.253824	0.376026	0.499665	0.356622	0.127525	0.00516634	0.304664486488613	0.203792086620824	0.134920439441739	43.0	13.0	28.0	104.0	63.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CGN	7.954513145837128	1.7983727834432204e-15	0.16618	0.114202	0.145632	0.226005	0.0960056	0.0185687	0.30522	0.142507	0.0322107	0.0227805	0.0560873	0.684625	0.185262681303621	0.11598200791577	0.110189975975502	104.0	51.0	68.0	268.0	156.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PUS7L	7.934288480912401	2.1170549183292725e-15	0.304993	0.141178	0.0307465	-0.0201369	0.124884	0.871901	0.4003	0.191545	0.0366315	0.134585	0.0635914	0.0343108	0.181402927866986	0.104921545793461	0.0838200550596345	49.0	29.0	28.0	121.0	78.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRRAP	7.801957002614351	6.095441745278955e-15	0.149848	0.200019	0.453757	0.0516984	0.251577	0.837184	0.532313	0.205338	0.00953145	0.139861	0.0817343	0.0870498	0.367962852481556	0.144653713810494	0.0109669615330286	121.0	33.0	94.0	384.0	190.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IPO4	-7.790140556971316	6.693469262619273e-15	-0.375633	0.279368	0.178761	-0.399618	0.177224	0.0241416	-0.914991	0.426326	0.0318551	-0.224368	0.107039	0.0360705	0.0078888845160175	0.152669559599099	0.958789301666474	67.0	31.0	49.0	210.0	136.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRMT12	7.761506433669537	8.392646099627615e-15	0.747492	0.344929	0.0302281	0.78984	0.370821	0.0331734	0.59647	0.439906	0.17513	0.290125	0.173272	0.0940538	0.12895904522509	0.297040281650223	0.664181946455621	18.0	10.0	19.0	63.0	44.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPTIN5	7.729552901148178	1.0792495390343684e-14	0.6904	0.447854	0.123177	0.0753449	0.471053	0.87292	2.03618	0.588595	0.000541387	0.548579	0.213568	0.0102099	NA	NA	NA	22.0	6.0	10.0	56.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IPP	-7.666154741409005	1.7722935666795895e-14	-0.420575	0.358312	0.240488	-0.0426465	0.292455	0.884062	-1.01695	0.733816	0.165796	-0.466023	0.178051	0.00886122	-0.634304164996699	0.270680322965599	0.0191104176431278	33.0	12.0	17.0	94.0	51.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PTGDR	-7.654856403533615	1.9352836807223187e-14	-0.158662	0.175056	0.364753	-0.187093	0.139804	0.180814	-0.60143	0.374839	0.108604	-0.205296	0.108172	0.0577136	-0.346429587044629	0.18157774224614	0.0564059843856792	27.0	15.0	21.0	77.0	41.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR51I1	7.6516317548908175	1.9844484070332713e-14	0.208508	0.189735	0.271792	0.116835	0.117772	0.321176	0.293636	0.23827	0.217812	0.142704	0.0795714	0.0729085	0.419035654868364	0.165308557015387	0.011248915413039	21.0	15.0	18.0	56.0	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RNF114	7.504151284217826	6.182786711834804e-14	0.494221	0.26179	0.0590455	0.268103	0.194885	0.168915	0.098619	0.452777	0.827578	0.0464586	0.126721	0.713902	0.759777852904681	0.207807061135968	0.0002560120421331	16.0	9.0	10.0	38.0	23.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PRSS55	-7.3425169600841595	2.0961395111943047e-13	-0.424829	0.2123	0.0453837	-0.109282	0.135707	0.420659	-0.454166	0.25375	0.0734837	-0.0724024	0.0767259	0.345349	-0.305001657632585	0.169192284654934	0.0714365253277897	45.0	29.0	34.0	114.0	72.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GNAT1	7.322725818224165	2.4298394201079596e-13	1.04287	0.400777	0.00926509	0.413986	0.353313	0.241307	0.73342	0.486056	0.131319	0.148871	0.20068	0.458188	0.395748801254621	0.304861632644734	0.19424405310133	23.0	9.0	16.0	53.0	30.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
HIVEP2	7.27683894703906	3.417328170942013e-13	0.202963	0.119662	0.0898614	0.0740543	0.117535	0.528655	0.224155	0.154183	0.145996	0.108834	0.0522484	0.0372502	0.137139400342022	0.0970001561617981	0.157418878797493	114.0	44.0	77.0	303.0	173.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRRK2	7.194708550883566	6.259432459382348e-13	0.15702	0.134242	0.242131	0.275456	0.105909	0.00929857	0.165311	0.180659	0.360168	0.0281717	0.0602646	0.640166	0.198642149233156	0.0972951747741926	0.0411868171620675	129.0	58.0	79.0	373.0	200.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EMC9	7.169431141367295	7.531003613112445e-13	0.633749	0.205658	0.00205911	0.0884328	0.200654	0.659414	0.174639	0.280853	0.534063	0.261996	0.0971064	0.00697512	0.0628306137094225	0.191969805268276	0.743445339935949	11.0	5.0	11.0	30.0	20.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEC14L5	7.152436675727025	8.525086253037065e-13	0.28509	0.224456	0.204037	0.22886	0.222125	0.302858	0.675541	0.265906	0.0110686	0.0583107	0.101972	0.567435	0.30025629962467	0.17259856431958	0.0819253729320702	67.0	24.0	42.0	195.0	91.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIF21A	7.128108998221715	1.0175718545719209e-12	0.131485	0.148794	0.376871	0.269267	0.132358	0.0419127	0.20386	0.18793	0.278025	0.135963	0.0668183	0.0418699	0.126997441291752	0.116461070671155	0.275505641346483	87.0	27.0	62.0	223.0	105.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF567	7.116962940027024	1.1033113666208943e-12	0.833316	0.403249	0.0387809	0.112912	0.172564	0.512906	0.746167	0.452411	0.0990835	0.473897	0.168145	0.00482657	-0.0172862210790126	0.241574046615825	0.942954767631627	23.0	9.0	19.0	68.0	45.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	17.2038690957049	2.483785820934973e-66	1.42758	0.320636	8.49417e-06	1.4764	0.602972	0.0143439	1.21783	0.391013	0.00184215	0.91009	0.165106	3.54492e-08	0.736621419849181	0.439436764240767	0.0936823087648858	25.0	8.0	18.0	66.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CFAP52	-7.840980806308774	4.470407759830549e-15	-0.435412	0.537201	0.417642	-1.31445	0.531338	0.0133666	-0.401231	0.614605	0.513867	-0.469945	0.222476	0.0346572	-0.537127386386744	0.299829221319084	0.0732220056477578	21.0	8.0	22.0	73.0	51.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MET	-7.8214669360637314	5.221128604214275e-15	0.106904	0.288483	0.710957	-0.68264	0.281656	0.0153646	-0.643345	0.527639	0.222734	-0.477899	0.168774	0.00463161	-0.395319117454889	0.230172224560319	0.0858891855021408	39.0	18.0	33.0	120.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STK38L	7.747207245403335	9.393557751365578e-15	0.721044	0.845099	0.393545	NA	NA	NA	1.20153	0.915502	0.189375	0.480949	0.310477	0.121366	3.24090182845821	0.803693762927899	5.51846481277504e-05	7.0	NA	4.0	34.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEMA5A	7.432030772609708	1.0694291175000237e-13	-0.0120792	0.295938	0.967442	0.193167	0.289671	0.504867	0.943835	0.331046	0.00435723	0.161048	0.118017	0.172375	0.512358589597026	0.197798037160897	0.0095889036927349	57.0	23.0	28.0	140.0	78.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SORCS3	-7.3779275586989765	1.607723980683e-13	0.197848	0.265606	0.456337	-0.720921	0.279063	0.00978415	-0.544969	0.433686	0.208899	-0.325327	0.130987	0.0130039	-0.448286343194865	0.249158608995149	0.0719869391006683	57.0	24.0	42.0	160.0	71.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USP25	7.343327960498557	2.0834715702902005e-13	0.157435	0.258813	0.542991	0.0803228	0.28756	0.779995	0.966521	0.319592	0.00249265	0.189762	0.126012	0.132093	0.418040698026348	0.217099935679595	0.0541583323538772	53.0	14.0	29.0	131.0	61.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF883	7.317929904987995	2.5182533379515324e-13	0.593575	0.394191	0.132117	0.661033	0.396776	0.0957115	0.994464	0.39474	0.0117592	0.0871714	0.169681	0.607436	0.328025477986345	0.294698549593574	0.265670551230994	9.0	8.0	15.0	49.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIF2C	7.316685111534325	2.541713254331769e-13	0.974544	0.308544	0.00158573	1.25053	0.509146	0.0140444	0.547212	0.439366	0.212962	0.132203	0.166637	0.427567	-0.126656912644694	0.376070924457955	0.736275240062326	30.0	6.0	18.0	76.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STAP2	7.270021470710198	3.59430365768239e-13	-0.279466	0.758191	0.71243	1.08744	0.6204	0.0796348	1.19224	0.452589	0.00843205	0.684627	0.221708	0.00201528	0.0642856952700301	0.392994458504219	0.870062467907324	10.0	5.0	16.0	53.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATP1A3	7.235034860641921	4.654095745798035e-13	0.758702	0.377908	0.044682	0.420533	0.400906	0.294198	0.886477	0.456717	0.052261	0.0968291	0.162674	0.551687	0.594477780522689	0.361994037401647	0.100542168847295	18.0	7.0	14.0	63.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TNFRSF17	7.13318112005596	9.807536301125555e-13	0.669453	0.537979	0.213358	0.218925	0.436367	0.615879	0.113086	0.639387	0.859613	0.603724	0.211741	0.00435485	0.994363216335367	0.421520294068358	0.0183246256400527	9.0	4.0	8.0	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CGN	7.128204769817362	1.0168642498429579e-12	0.317269	0.224033	0.156725	0.503982	0.212214	0.0175547	0.443087	0.298039	0.137101	0.157602	0.0968296	0.103606	0.0376625813881385	0.16899588401813	0.823643738042655	73.0	30.0	44.0	203.0	109.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CDKN2C	7.126064020267846	1.0327969395304092e-12	1.99731	0.681678	0.00338979	NA	NA	NA	2.06821	0.917199	0.024138	0.644639	0.419453	0.124329	0.284745024874942	0.704295466751595	0.685993829602536	6.0	NA	4.0	20.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UBXN6	7.120186920556451	1.0778079215823396e-12	0.831992	0.239038	0.000500315	0.092722	0.331781	0.779886	0.323469	0.342907	0.345521	0.0669982	0.132208	0.612321	0.440031169544376	0.230375923820923	0.0561258614663999	51.0	17.0	36.0	118.0	48.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USF1	7.087446454854074	1.366091306621715e-12	1.03835	0.42235	0.0139513	0.142419	0.388978	0.714263	1.02492	0.510895	0.0448421	0.296404	0.19793	0.134258	0.353971818493771	0.466268810173789	0.447757891671353	13.0	5.0	11.0	47.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATP8B2	7.07561016924595	1.4879259677872627e-12	0.429273	0.242145	0.0762632	0.113171	0.259167	0.662348	0.208803	0.355041	0.556459	0.302427	0.114759	0.00840595	0.27612496713151	0.168090852042768	0.100442402540804	44.0	17.0	34.0	144.0	65.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANKRD29	-7.073071101571154	1.5154178888401174e-12	-1.85242	1.01664	0.0684409	-1.01467	0.516456	0.0494504	-0.157759	0.623774	0.800338	-0.225073	0.216551	0.298641	-0.932573957923367	0.467683359166421	0.0461489375085295	21.0	10.0	15.0	55.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BOLA1	7.041467879033049	1.9022507170964766e-12	1.11014	0.566144	0.0498924	0.889975	0.603173	0.140081	-0.351501	1.07106	0.742774	0.152694	0.256319	0.551363	1.17157331155303	0.351026706700978	0.0008451693777209	8.0	4.0	6.0	25.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RNF208	7.030826586768159	2.0531355135218315e-12	0.692573	0.358072	0.0530917	0.294359	0.517852	0.569748	0.628205	0.587442	0.284893	0.364008	0.178745	0.0417033	0.703660784576121	0.494708322468007	0.1549173965184	16.0	5.0	10.0	35.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ACER1	-6.9898938232501315	2.7509435480069883e-12	-1.52679	1.02238	0.135343	-0.499547	0.384639	0.194032	-1.13026	1.03258	0.273691	-0.16469	0.213489	0.440457	-0.893973789135862	0.383389566960951	0.0197131374686181	13.0	8.0	11.0	43.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IL31RA	6.98146705257066	2.921134188037088e-12	0.168791	0.499774	0.735563	0.385513	0.3865	0.318548	0.625062	0.445054	0.16018	0.422014	0.185169	0.0226624	0.612876452570931	0.312254272222499	0.0496754611079914	18.0	6.0	19.0	53.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NCAPD3	6.9182039171027725	4.574055792374595e-12	-0.0533562	0.347588	0.878001	0.186255	0.270641	0.491327	0.485876	0.384669	0.206552	0.113173	0.12155	0.35181	0.85039845786202	0.202991751680793	2.79785222179167e-05	50.0	22.0	31.0	189.0	74.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIF21A	6.856368636468227	7.063297004322586e-12	0.458154	0.23193	0.0482235	0.786388	0.355357	0.0269011	0.415811	0.287805	0.148523	0.0452642	0.114976	0.693814	0.156222713961408	0.188318035277166	0.406782780925285	71.0	16.0	46.0	189.0	81.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	20.950515798003313	1.8561005991188532e-97	0.681068	0.173446	8.61206e-05	0.570242	0.134312	2.17967e-05	0.383314	0.251114	0.126897	0.515578	0.0841719	9.0515e-10	0.665562299143836	0.129829707893833	2.95295141531058e-07	27.0	10.0	20.0	68.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
