COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
IPP	-5.595704835551248	2.19727251527328e-08	-0.482839	0.155428	0.00189316	-0.0426465	0.292455	0.884062	-0.634304164996699	0.270680322965599	0.0191104176431278	107.0	12.0	51.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CGN	5.577104517743416	2.4455494682947556e-08	0.0706956	0.0434867	0.104017	0.226005	0.0960056	0.0185687	0.185262681303621	0.11598200791577	0.110189975975502	299.0	51.0	156.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PEBP4	-5.567936982825927	2.5777300858924406e-08	-0.243792	0.091991	0.00804493	-0.395828	0.290004	0.172283	-0.471580994672127	0.303685577240989	0.12045673485986	61.0	5.0	22.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PHF23	5.51614062761853	3.465250114841413e-08	0.240211	0.121722	0.0484452	0.783414	0.277301	0.00472608	0.155173275956723	0.216250783703459	0.473027591568543	72.0	10.0	37.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	11.622533144669173	3.166072508322587e-31	1.02295	0.136435	6.49434e-14	1.4764	0.602972	0.0143439	0.736621419849181	0.439436764240767	0.0936823087648858	76.0	8.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MET	-6.845611318638193	7.614997685761514e-12	-0.377712	0.139663	0.00684168	-0.68264	0.281656	0.0153646	-0.395319117454889	0.230172224560319	0.0858891855021408	144.0	18.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SORCS3	-6.716774965522912	1.8579055122666887e-11	-0.247235	0.105918	0.0195842	-0.720921	0.279063	0.00978415	-0.448286343194865	0.249158608995149	0.0719869391006683	188.0	24.0	71.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CFAP52	-6.563671816885598	5.2498678828550875e-11	-0.447446	0.194679	0.0215405	-1.31445	0.531338	0.0133666	-0.537127386386744	0.299829221319084	0.0732220056477578	82.0	8.0	51.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	6.130768678931376	8.745548651008487e-10	0.579294	0.276083	0.0358825	NA	NA	NA	3.24090182845821	0.803693762927899	5.51846481277504e-05	38.0	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NCAPD3	6.022649502655149	1.7158475191913041e-09	0.125595	0.109678	0.252159	0.186255	0.270641	0.491327	0.85039845786202	0.202991751680793	2.79785222179167e-05	209.0	22.0	74.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BOLA1	5.911211280742873	3.396010986283875e-09	0.247364	0.225253	0.272133	0.889975	0.603173	0.140081	1.17157331155303	0.351026706700978	0.0008451693777209	29.0	4.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XKR7	-5.8796833970436655	4.110519415916811e-09	-0.29127	0.159005	0.0669764	-1.5264	0.415208	0.000236693	-0.125475210402678	0.337639801717425	0.710172471801354	104.0	13.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TNFRSF17	5.878757047801777	4.133585342944912e-09	0.565513	0.187376	0.00254396	0.218925	0.436367	0.615879	0.994363216335367	0.421520294068358	0.0183246256400527	29.0	4.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD29	-5.794891552317175	6.836534350440092e-09	-0.365151	0.198864	0.0663308	-1.01467	0.516456	0.0494504	-0.932573957923367	0.467683359166421	0.0461489375085295	62.0	10.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ITIH5	5.760479128209491	8.387550200268673e-09	0.0789574	0.0936789	0.399312	0.548943	0.192315	0.004312	0.394126966209321	0.19102401900935	0.0390905427623405	157.0	25.0	70.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RECK	-5.734777987974599	9.764015806215464e-09	-0.249294	0.13426	0.0633388	-0.46593	0.338643	0.16886	-0.844637275847417	0.337570805088855	0.0123457638021058	145.0	17.0	49.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LARP7	-5.68624905234271	1.298599754059298e-08	-0.27298	0.148304	0.0656688	-1.30602	0.707695	0.0649717	-0.894784492810677	0.447366651773015	0.0454879096377579	102.0	6.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NTMT1	5.655747826186003	1.551691526163931e-08	0.154085	0.17889	0.389053	1.4659	0.532033	0.00586415	0.906733182608991	0.444667071787198	0.0414372306177388	83.0	9.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RASAL1	5.6538316114886324	1.5690993974501988e-08	0.283023	0.0968189	0.00346429	0.315119	0.241018	0.19106	0.309108660278086	0.217198662340384	0.154689495365651	147.0	19.0	63.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL31RA	5.618496035712511	1.9262681427599354e-08	0.428699	0.161268	0.0078537	0.385513	0.3865	0.318548	0.612876452570931	0.312254272222499	0.0496754611079914	63.0	6.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENDOU	-5.601640043660816	2.1233313672340498e-08	-0.64332	0.230131	0.00518271	-1.02739	0.524955	0.0503348	-0.307231263029505	0.361836913935944	0.395832509485096	55.0	11.0	27.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WDR92	-5.567206924719396	2.5885493707555746e-08	-0.615251	0.264012	0.0197858	-0.887595	0.443565	0.0453871	-0.584484676369911	0.472972699856545	0.216544695775095	53.0	6.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	5.520625655811335	3.377947308454659e-08	0.261304	0.196375	0.183308	1.24329	0.707211	0.0787451	0.705519576007581	0.290102162896651	0.0150169769445698	40.0	5.0	33.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C9orf43	5.51628846064359	3.4623379226775704e-08	0.240216	0.216705	0.267649	2.60964	0.867314	0.00262218	0.572482419153038	0.409231803352259	0.161837073429235	42.0	5.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HNRNPM	5.514759912007985	3.4925640717045023e-08	0.259795	0.115025	0.0239085	0.378445	0.263733	0.1513	0.461432892674368	0.253366261999532	0.0685751072920194	147.0	17.0	37.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPS27A	5.511154348087796	3.5648793438078274e-08	0.127741	0.214332	0.551176	1.61594	0.81159	0.0464723	2.1940215274386	0.750329041934815	0.0034547685893347	21.0	5.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRS1	5.446004368964076	5.15138716050949e-08	0.205804	0.0922474	0.0256807	0.431998	0.239232	0.0709538	0.304796033580811	0.216284946835716	0.158766079088062	249.0	25.0	96.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STAP2	5.427552478561323	5.7132071552708286e-08	0.666634	0.189861	0.000446145	1.08744	0.6204	0.0796348	0.0642856952700301	0.392994458504219	0.870062467907324	62.0	5.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	16.777584889445432	3.560236007103272e-63	0.535062	0.0722519	1.30653e-13	0.570242	0.134312	2.17967e-05	0.665562299143836	0.129829707893833	2.95295141531058e-07	78.0	10.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SORCS3	-6.465229145869532	1.0114541977653882e-10	-0.20467	0.0982731	0.0372816	-0.720921	0.279063	0.00978415	-0.448286343194865	0.249158608995149	0.0719869391006683	189.0	24.0	71.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HIVEP2	6.322308349203153	2.576845224544084e-10	0.145469	0.0510626	0.00438805	0.146682	0.130324	0.260367	0.289103989835548	0.123130182372788	0.0188768583541468	253.0	25.0	90.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM151A	-6.278990301937837	3.4077884588164437e-10	-0.127047	0.099214	0.200355	-0.715254	0.190399	0.000172228	-1.89141055074731	1.5230594801567	0.214292120361903	88.0	11.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYOM3	-6.142513795776389	8.122562056244199e-10	-0.103054	0.0726329	0.155948	-0.388997	0.143909	0.00687017	-0.270974569058296	0.134105731823825	0.043320781563301	234.0	49.0	130.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	6.130768678931376	8.745548651008487e-10	0.579294	0.276083	0.0358825	NA	NA	NA	3.24090182845821	0.803693762927899	5.51846481277504e-05	38.0	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCDC2C	6.1177276451975935	9.4919110749634e-10	0.32147	0.162215	0.0475066	0.653973	0.164432	6.9745e-05	0.0657503239186211	0.414015607337912	0.873817608306816	47.0	9.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CGN	6.07377611263107	1.2493688744555235e-09	0.0932708	0.049911	0.0616586	0.249448	0.0991477	0.0118721	0.216654767742938	0.128265594767221	0.0911982488128765	231.0	36.0	112.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MIER2	-6.029984075723636	1.639758357860367e-09	-0.00235015	0.103637	0.981908	-1.06721	0.349501	0.00226177	-0.654981577285064	0.221743337288428	0.0031390521015556	87.0	15.0	38.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRK2	6.00254145025642	1.942526486248669e-09	0.0254492	0.0564862	0.652323	0.322983	0.112698	0.00415788	0.287407260203841	0.10699848866288	0.0072294240094887	357.0	49.0	118.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NAALADL1	5.954759468095272	2.6045460501947237e-09	0.0613746	0.0788803	0.436526	0.33353	0.158157	0.0349575	0.532603518580831	0.173609031848876	0.0021561707136018	133.0	26.0	67.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XKR7	-5.8796833970436655	4.110519415916811e-09	-0.29127	0.159005	0.0669764	-1.5264	0.415208	0.000236693	-0.125475210402678	0.337639801717425	0.710172471801354	104.0	13.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TNFRSF17	5.878757047801777	4.133585342944912e-09	0.565513	0.187376	0.00254396	0.218925	0.436367	0.615879	0.994363216335367	0.421520294068358	0.0183246256400527	29.0	4.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD29	-5.794891552317175	6.836534350440092e-09	-0.365151	0.198864	0.0663308	-1.01467	0.516456	0.0494504	-0.932573957923367	0.467683359166421	0.0461489375085295	62.0	10.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TAP1	5.719682801880188	1.067230996297628e-08	0.155788	0.0780925	0.0460516	0.51023	0.174731	0.00349938	0.130090780764205	0.161668137007446	0.42100556237562	90.0	12.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM209	5.66655589333482	1.4569631941793076e-08	0.136007	0.0773677	0.0787594	0.472813	0.172651	0.00617103	0.241517068731887	0.206411049332139	0.241969501128421	100.0	15.0	43.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NTMT1	5.655747826186003	1.551691526163931e-08	0.154085	0.17889	0.389053	1.4659	0.532033	0.00586415	0.906733182608991	0.444667071787198	0.0414372306177388	83.0	9.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL31RA	5.618496035712511	1.9262681427599354e-08	0.428699	0.161268	0.0078537	0.385513	0.3865	0.318548	0.612876452570931	0.312254272222499	0.0496754611079914	63.0	6.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HNRNPM	5.600011644207659	2.1433740729225198e-08	0.181296	0.0779082	0.0199628	0.350271	0.184266	0.0573162	0.270378441693425	0.197059284221375	0.170042738106947	150.0	19.0	39.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WDR92	-5.567206924719396	2.5885493707555746e-08	-0.615251	0.264012	0.0197858	-0.887595	0.443565	0.0453871	-0.584484676369911	0.472972699856545	0.216544695775095	53.0	6.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PHF23	5.546745538112615	2.910358202584583e-08	0.151338	0.170215	0.373951	1.43882	0.426261	0.000736983	0.465840266052162	0.363312477174432	0.199771523381866	68.0	9.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF21A	5.534456824399986	3.121943196835684e-08	0.14493	0.0614961	0.0184366	0.280183	0.142562	0.0493751	0.180605033550923	0.148967272984201	0.225366719081242	228.0	21.0	82.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C9orf43	5.51628846064359	3.4623379226775704e-08	0.240216	0.216705	0.267649	2.60964	0.867314	0.00262218	0.572482419153038	0.409231803352259	0.161837073429235	42.0	5.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IPP	-5.4764124557253275	4.340353503889959e-08	-0.440282	0.155798	0.00471363	-0.12705	0.309252	0.681198	-0.66889815753109	0.298668228020101	0.0251167299651378	96.0	10.0	42.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
