COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
USP25	3.233172260113082	0.0012242371819794053	0.185888	0.0686303	0.00675804	0.113968	0.162781	0.483847	0.384827832055438	0.175612497449217	0.0284267273076025	168.0	17.0	72.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STIMATE	3.23108432534636	0.001233215516677579	0.390713	0.134198	0.0035973	0.24453	0.147487	0.0973217	NA	NA	NA	44.0	6.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.001; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	6.7102726397400945	1.9426110779353312e-11	1.02295	0.136435	6.49434e-14	1.4764	0.602972	0.0143439	0.736621419849181	0.439436764240767	0.0936823087648858	76.0	8.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	4.335108106758467	1.456885061702754e-05	0.579294	0.276083	0.0358825	NA	NA	NA	3.24090182845821	0.803693762927899	5.51846481277504e-05	38.0	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MET	-3.952315537583309	7.739858821897636e-05	-0.377712	0.139663	0.00684168	-0.68264	0.281656	0.0153646	-0.395319117454889	0.230172224560319	0.0858891855021408	144.0	18.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SORCS3	-3.8779318344307923	0.00010534822337063665	-0.247235	0.105918	0.0195842	-0.720921	0.279063	0.00978415	-0.448286343194865	0.249158608995149	0.0719869391006683	188.0	24.0	71.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CFAP52	-3.78953769035126	0.0001509279113678353	-0.447446	0.194679	0.0215405	-1.31445	0.531338	0.0133666	-0.537127386386744	0.299829221319084	0.0732220056477578	82.0	8.0	51.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NCAPD3	3.477178311592716	0.0005067207033782083	0.125595	0.109678	0.252159	0.186255	0.270641	0.491327	0.85039845786202	0.202991751680793	2.79785222179167e-05	209.0	22.0	74.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BOLA1	3.41283942417365	0.0006428981123402132	0.247364	0.225253	0.272133	0.889975	0.603173	0.140081	1.17157331155303	0.351026706700978	0.0008451693777209	29.0	4.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XKR7	-3.394636792032933	0.000687197006352475	-0.29127	0.159005	0.0669764	-1.5264	0.415208	0.000236693	-0.125475210402678	0.337639801717425	0.710172471801354	104.0	13.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TNFRSF17	3.3941019640487653	0.00068854051180262	0.565513	0.187376	0.00254396	0.218925	0.436367	0.615879	0.994363216335367	0.421520294068358	0.0183246256400527	29.0	4.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD29	-3.3456821976550093	0.0008208041332854824	-0.365151	0.198864	0.0663308	-1.01467	0.516456	0.0494504	-0.932573957923367	0.467683359166421	0.0461489375085295	62.0	10.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ITIH5	3.3258141753329706	0.0008816068227692351	0.0789574	0.0936789	0.399312	0.548943	0.192315	0.004312	0.394126966209321	0.19102401900935	0.0390905427623405	157.0	25.0	70.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RECK	-3.310975615099875	0.0009297130988091396	-0.249294	0.13426	0.0633388	-0.46593	0.338643	0.16886	-0.844637275847417	0.337570805088855	0.0123457638021058	145.0	17.0	49.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LARP7	-3.2829574210493178	0.0010272418001065725	-0.27298	0.148304	0.0656688	-1.30602	0.707695	0.0649717	-0.894784492810677	0.447366651773015	0.0454879096377579	102.0	6.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC340512	-3.273673731693736	0.001061591093524168	-1.30599	0.593377	0.0277404	-2.75192	1.13307	0.0151515	NA	NA	NA	32.0	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NTMT1	3.26534752991713	0.0010932984720847024	0.154085	0.17889	0.389053	1.4659	0.532033	0.00586415	0.906733182608991	0.444667071787198	0.0414372306177388	83.0	9.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RASAL1	3.2642412028457772	0.0010975768283064257	0.283023	0.0968189	0.00346429	0.315119	0.241018	0.19106	0.309108660278086	0.217198662340384	0.154689495365651	147.0	19.0	63.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL31RA	3.243840198659463	0.0011792988808467365	0.428699	0.161268	0.0078537	0.385513	0.3865	0.318548	0.612876452570931	0.312254272222499	0.0496754611079914	63.0	6.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENDOU	-3.234108387110959	0.0012202313741308999	-0.64332	0.230131	0.00518271	-1.02739	0.524955	0.0503348	-0.307231263029505	0.361836913935944	0.395832509485096	55.0	11.0	27.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WDR92	-3.2142284166210913	0.0013079558026661113	-0.615251	0.264012	0.0197858	-0.887595	0.443565	0.0453871	-0.584484676369911	0.472972699856545	0.216544695775095	53.0	6.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRB1	3.1975050981391795	0.0013862196097160604	0.602103	0.188304	0.00138626	NA	NA	NA	NA	NA	NA	28.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GDF9	3.1873347084778283	0.0014359050354217947	0.261304	0.196375	0.183308	1.24329	0.707211	0.0787451	0.705519576007581	0.290102162896651	0.0150169769445698	40.0	5.0	33.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C9orf43	3.1848306276802028	0.0014483875228151865	0.240216	0.216705	0.267649	2.60964	0.867314	0.00262218	0.572482419153038	0.409231803352259	0.161837073429235	42.0	5.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HNRNPM	3.1839481197139667	0.0014528104817658966	0.259795	0.115025	0.0239085	0.378445	0.263733	0.1513	0.461432892674368	0.253366261999532	0.0685751072920194	147.0	17.0	37.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPS27A	3.181866446414065	0.001463292782915125	0.127741	0.214332	0.551176	1.61594	0.81159	0.0464723	2.1940215274386	0.750329041934815	0.0034547685893347	21.0	5.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
COHORT: GNE_AMP_NIH_UKB_ALL_PD_PHENO_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.01; NUMVAR >= 2
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	9.686543152273117	3.4397416089690564e-22	0.535062	0.0722519	1.30653e-13	0.570242	0.134312	2.17967e-05	0.665562299143836	0.129829707893833	2.95295141531058e-07	78.0	10.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK38L	4.335108106758467	1.456885061702754e-05	0.579294	0.276083	0.0358825	NA	NA	NA	3.24090182845821	0.803693762927899	5.51846481277504e-05	38.0	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SORCS3	-3.7327017877403885	0.00018943682677179308	-0.20467	0.0982731	0.0372816	-0.720921	0.279063	0.00978415	-0.448286343194865	0.249158608995149	0.0719869391006683	189.0	24.0	71.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HIVEP2	3.6501864273122586	0.00026205004435673026	0.145469	0.0510626	0.00438805	0.146682	0.130324	0.260367	0.289103989835548	0.123130182372788	0.0188768583541468	253.0	25.0	90.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM151A	-3.6251767410628593	0.00028876389680035553	-0.127047	0.099214	0.200355	-0.715254	0.190399	0.000172228	-1.89141055074731	1.5230594801567	0.214292120361903	88.0	11.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYOM3	-3.5463819934924876	0.00039055961922443525	-0.103054	0.0726329	0.155948	-0.388997	0.143909	0.00687017	-0.270974569058296	0.134105731823825	0.043320781563301	234.0	49.0	130.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DCDC2C	3.5320717027836452	0.00041231753944467176	0.32147	0.162215	0.0475066	0.653973	0.164432	6.9745e-05	0.0657503239186211	0.414015607337912	0.873817608306816	47.0	9.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CGN	3.5066962736250664	0.00045370669500589844	0.0932708	0.049911	0.0616586	0.249448	0.0991477	0.0118721	0.216654767742938	0.128265594767221	0.0911982488128765	231.0	36.0	112.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MIER2	-3.4814129293281972	0.0004987759140961757	-0.00235015	0.103637	0.981908	-1.06721	0.349501	0.00226177	-0.654981577285064	0.221743337288428	0.0031390521015556	87.0	15.0	38.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRK2	3.46556892212743	0.0005291108906580237	0.0254492	0.0564862	0.652323	0.322983	0.112698	0.00415788	0.287407260203841	0.10699848866288	0.0072294240094887	357.0	49.0	118.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NAALADL1	3.437981981864278	0.0005860666942496901	0.0613746	0.0788803	0.436526	0.33353	0.158157	0.0349575	0.532603518580831	0.173609031848876	0.0021561707136018	133.0	26.0	67.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XKR7	-3.394636792032933	0.000687197006352475	-0.29127	0.159005	0.0669764	-1.5264	0.415208	0.000236693	-0.125475210402678	0.337639801717425	0.710172471801354	104.0	13.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TNFRSF17	3.3941019640487653	0.00068854051180262	0.565513	0.187376	0.00254396	0.218925	0.436367	0.615879	0.994363216335367	0.421520294068358	0.0183246256400527	29.0	4.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKRD29	-3.3456821976550093	0.0008208041332854824	-0.365151	0.198864	0.0663308	-1.01467	0.516456	0.0494504	-0.932573957923367	0.467683359166421	0.0461489375085295	62.0	10.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TAP1	3.302260405344799	0.0009590898556589386	0.155788	0.0780925	0.0460516	0.51023	0.174731	0.00349938	0.130090780764205	0.161668137007446	0.42100556237562	90.0	12.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM209	3.271587570394918	0.001069454624004344	0.136007	0.0773677	0.0787594	0.472813	0.172651	0.00617103	0.241517068731887	0.206411049332139	0.241969501128421	100.0	15.0	43.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NTMT1	3.26534752991713	0.0010932984720847024	0.154085	0.17889	0.389053	1.4659	0.532033	0.00586415	0.906733182608991	0.444667071787198	0.0414372306177388	83.0	9.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IL31RA	3.243840198659463	0.0011792988808467365	0.428699	0.161268	0.0078537	0.385513	0.3865	0.318548	0.612876452570931	0.312254272222499	0.0496754611079914	63.0	6.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HNRNPM	3.2331682302483307	0.001224254452513606	0.181296	0.0779082	0.0199628	0.350271	0.184266	0.0573162	0.270378441693425	0.197059284221375	0.170042738106947	150.0	19.0	39.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WDR92	-3.2142284166210913	0.0013079558026661113	-0.615251	0.264012	0.0197858	-0.887595	0.443565	0.0453871	-0.584484676369911	0.472972699856545	0.216544695775095	53.0	6.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PHF23	3.202415029555674	0.0013628049812331193	0.151338	0.170215	0.373951	1.43882	0.426261	0.000736983	0.465840266052162	0.363312477174432	0.199771523381866	68.0	9.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRB1	3.1975050981391795	0.0013862196097160604	0.602103	0.188304	0.00138626	NA	NA	NA	NA	NA	NA	28.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF21A	3.1953201373856928	0.001396758126544871	0.14493	0.0614961	0.0184366	0.280183	0.142562	0.0493751	0.180605033550923	0.148967272984201	0.225366719081242	228.0	21.0	82.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C9orf43	3.1848306276802028	0.0014483875228151865	0.240216	0.216705	0.267649	2.60964	0.867314	0.00262218	0.572482419153038	0.409231803352259	0.161837073429235	42.0	5.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
 
