COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
PFN1	3.4427776596594493	0.0005757724728596436	0.628587	0.27936	0.0244425	0.284172	0.285689	0.319888	0.310673	0.139322	0.0257541	0.64507894909386	0.457218503385814	0.158280963292684	16.0	8.0	46.0	7.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAP1A	3.4208486754218894	0.0006242605671008614	1.23143	0.523584	0.0186766	NA	NA	NA	0.712923	0.30944	0.0212274	0.738911900978991	0.582166136485003	0.204353424534249	9.0	NA	22.0	9.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KBTBD13	-3.4168592698076945	0.0006334801705079966	-0.187963	0.189502	0.321256	-0.439713	0.18025	0.0147093	-0.220938	0.0804071	0.00600073	-0.132498228978087	0.202399992886719	0.512702435189976	48.0	16.0	134.0	26.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
P2RY10	3.3966668828221254	0.0006821194985563265	NA	NA	NA	NA	NA	NA	1.36188	0.400946	0.000682143	NA	NA	NA	NA	NA	18.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PARP9	3.340805973701652	0.0008353557869538188	0.0982449	0.190428	0.605912	0.255248	0.155686	0.101108	0.194321	0.083285	0.0196371	0.413964749771442	0.18876768293327	0.0283084397543398	47.0	27.0	135.0	82.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LSR	3.3369232818115253	0.0008471132771220308	0.452144	0.164979	0.00613252	0.389609	0.189903	0.0402064	0.0156777	0.0798585	0.844361	0.199387817072404	0.11831058046768	0.0919323425032511	55.0	26.0	143.0	83.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
L3HYPDH	-3.3027752377067383	0.0009573308685925799	-1.28915	0.461324	0.00519854	0.166068	0.246656	0.50077	-0.200102	0.123469	0.105091	-0.935422302607683	0.326647521241963	0.0041871711187473	29.0	10.0	74.0	41.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EMC9	3.273807373156827	0.0010610891759573395	0.633749	0.205658	0.00205911	0.0884328	0.200654	0.659414	0.261996	0.0971064	0.00697512	0.0628306137094225	0.191969805268276	0.743445339935949	11.0	5.0	30.0	20.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SNX27	-3.271259817629733	0.0010706949345116543	-0.719619	0.283461	0.0111269	-0.645474	0.228581	0.00474535	0.0199522	0.0963165	0.835891	-0.273894107905587	0.197450435045843	0.16539489039208	27.0	10.0	58.0	29.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DDRGK1	3.2674360340559234	0.001085263880779172	0.574286	0.323137	0.0755319	0.527719	0.39761	0.184434	0.305493	0.144792	0.0348688	0.356887088276418	0.270256787969625	0.186652087285779	27.0	8.0	69.0	41.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EMP1	3.2493419487582504	0.0011567233773978345	0.667856	0.281857	0.0178128	0.174762	0.213002	0.41195	0.320251	0.135451	0.0180622	0.202991260853477	0.214942839291068	0.344967079515103	14.0	10.0	34.0	18.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PEBP4	-3.244465539014487	0.0011767125480755117	-0.230643	0.238735	0.333992	-0.395828	0.290004	0.172283	-0.276681	0.106209	0.00918602	-0.471580994672127	0.303685577240989	0.12045673485986	9.0	5.0	57.0	22.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
UMODL1	-3.228820458840513	0.001243019060234715	-0.12954	0.120076	0.280669	-0.233843	0.0969352	0.0158493	-0.0549352	0.0513195	0.284415	-0.185239841320074	0.0977000635040084	0.0579593394974724	150.0	73.0	327.0	198.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
OR51I1	3.209632556003347	0.001329047499199333	0.208508	0.189735	0.271792	0.116835	0.117772	0.321176	0.142704	0.0795714	0.0729085	0.419035654868364	0.165308557015387	0.011248915413039	21.0	15.0	56.0	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL42	3.206802760409086	0.0013421898675493535	0.382612	0.578628	0.508458	0.465214	0.543548	0.392062	0.749744	0.212923	0.000429589	0.743514344839041	0.540626140875082	0.16904349327989	14.0	7.0	37.0	14.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DPYSL4	3.2041959373163214	0.0013544026822883304	0.37131	0.246166	0.131459	0.587411	0.222306	0.0082333	0.118508	0.132822	0.372269	0.342334313877614	0.250714575026288	0.172116547380197	60.0	20.0	130.0	59.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TRMT12	3.202801563527017	0.0013609772443723583	0.747492	0.344929	0.0302281	0.78984	0.370821	0.0331734	0.290125	0.173272	0.0940538	0.12895904522509	0.297040281650223	0.664181946455621	18.0	10.0	63.0	44.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.001; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	7.044658958549792	1.8591629775550337e-12	1.42758	0.320636	8.49417e-06	1.4764	0.602972	0.0143439	0.91009	0.165106	3.54492e-08	0.736621419849181	0.439436764240767	0.0936823087648858	25.0	8.0	66.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
STK38L	3.715121818881422	0.00020310582244450343	0.721044	0.845099	0.393545	NA	NA	NA	0.480949	0.310477	0.121366	3.24090182845821	0.803693762927899	5.51846481277504e-05	7.0	NA	34.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
BOLA1	3.6848241865615075	0.00022886056199637774	1.11014	0.566144	0.0498924	0.889975	0.603173	0.140081	0.152694	0.256319	0.551363	1.17157331155303	0.351026706700978	0.0008451693777209	8.0	4.0	25.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
IRS1	3.6606927695334592	0.0002515342268794776	0.567749	0.229471	0.0133549	0.431998	0.239232	0.0709538	0.171737	0.105217	0.102634	0.304796033580811	0.216284946835716	0.158766079088062	71.0	25.0	212.0	96.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RECK	-3.649063992651435	0.000263197540861166	-0.863249	0.427869	0.0436378	-0.46593	0.338643	0.16886	-0.215593	0.15371	0.160736	-0.844637275847417	0.337570805088855	0.0123457638021058	46.0	17.0	122.0	49.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CFAP52	-3.594076690281892	0.0003255439470468763	-0.435412	0.537201	0.417642	-1.31445	0.531338	0.0133666	-0.469945	0.222476	0.0346572	-0.537127386386744	0.299829221319084	0.0732220056477578	21.0	8.0	73.0	51.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL42	3.5913911024129264	0.0003289176088044715	0.34233	0.665572	0.607015	NA	NA	NA	0.949451	0.238973	7.09598e-05	0.984260546577692	0.567923940110054	0.0830805354961692	10.0	NA	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TNFRSF17	3.4781574201612018	0.0005048733301905165	0.669453	0.537979	0.213358	0.218925	0.436367	0.615879	0.603724	0.211741	0.00435485	0.994363216335367	0.421520294068358	0.0183246256400527	9.0	4.0	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
HNRNPM	3.451332536974058	0.000557825808801351	0.255221	0.314188	0.416609	0.378445	0.263733	0.1513	0.359669	0.126904	0.00459442	0.461432892674368	0.253366261999532	0.0685751072920194	41.0	17.0	123.0	37.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DSEL	3.4273561981485323	0.0006094890183199813	0.559979	0.22792	0.0140135	0.626914	0.239379	0.00882084	-0.0431553	0.121252	0.721905	0.507459690769187	0.237708518393982	0.0327775064769944	67.0	22.0	189.0	57.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAP1A	3.4118027524867958	0.0006453479262786136	1.2308	0.523762	0.0187778	NA	NA	NA	0.868323	0.340601	0.0107912	0.634778918531974	0.62842637265408	0.312443235681033	9.0	NA	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ANKRD29	-3.410080296158099	0.0006494375606484674	-1.85242	1.01664	0.0684409	-1.01467	0.516456	0.0494504	-0.225073	0.216551	0.298641	-0.932573957923367	0.467683359166421	0.0461489375085295	21.0	10.0	55.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CDC26	3.3483834012977565	0.0008128447603878772	1.81287	0.771645	0.0188055	0.622977	0.612473	0.309082	0.462142	0.280879	0.099899	1.00603928570116	0.597085305897358	0.0920045527969875	5.0	3.0	13.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ABCD2	3.3232766936119433	0.0008896662105116718	1.67133	0.584964	0.0042747	0.277665	0.414974	0.503422	0.165319	0.204958	0.419898	0.731622865960789	0.316214788755351	0.0206847551541819	11.0	7.0	81.0	32.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
WDR92	-3.315602959839273	0.0009144564851694809	-0.9586	0.737952	0.193944	-0.887595	0.443565	0.0453871	-0.638905	0.30491	0.0361363	-0.584484676369911	0.472972699856545	0.216544695775095	14.0	6.0	41.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PDE9A	3.3072816943144034	0.0009420610702559736	0.722917	0.307692	0.0187997	0.490727	0.298069	0.0996906	0.0400921	0.14966	0.788785	0.735448407937654	0.312845048597393	0.0187311258523464	33.0	15.0	88.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MET	-3.3010884266304528	0.0009631052318826963	0.106904	0.288483	0.710957	-0.68264	0.281656	0.0153646	-0.477899	0.168774	0.00463161	-0.395319117454889	0.230172224560319	0.0858891855021408	39.0	18.0	120.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADM	3.299126581977216	0.0009698616705222187	0.735923	0.671828	0.273339	NA	NA	NA	0.887617	0.297939	0.0028901	0.950963811134904	0.579976006925508	0.10107575407841	7.0	NA	22.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ETNK2	-3.2792266159205496	0.0010409201083154713	-0.906305	0.603761	0.13333	-0.531859	0.361496	0.141217	-0.52505	0.237721	0.0271971	-0.471095033856756	0.342017463952414	0.168388451160001	22.0	9.0	49.0	32.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NOP53	3.2778576272863855	0.001045981379682416	0.5565	0.256489	0.0300308	0.859553	0.29769	0.00388429	0.0764684	0.123272	0.535046	NA	NA	NA	34.0	16.0	102.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ATP1A1-AS1	3.2759696156638434	0.0010529988875830443	1.04731	0.515023	0.0419993	0.577642	0.876405	0.509829	0.806895	0.270632	0.00286819	NA	NA	NA	16.0	3.0	43.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ARL8B	3.2669252296691877	0.0010872239128269527	2.37758	1.23187	0.0536002	NA	NA	NA	1.00544	0.439096	0.0220336	0.977871502637086	0.679725281515206	0.150256082103496	3.0	NA	18.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ATP8B2	3.2437503134838668	0.001179671066622542	0.429273	0.242145	0.0762632	0.113171	0.259167	0.662348	0.302427	0.114759	0.00840595	0.27612496713151	0.168090852042768	0.100442402540804	44.0	17.0	144.0	65.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MTFR2	3.2166309324651783	0.0012970533406899618	0.767851	0.361319	0.0335757	1.22233	0.511325	0.0168252	0.0144821	0.212401	0.94564	0.622533588322601	0.336608170367731	0.0643956012248935	17.0	6.0	33.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.01; NUMVAR >= 3
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	9.712030838781995	2.6794439347708014e-22	0.681068	0.173446	8.61206e-05	0.570242	0.134312	2.17967e-05	0.515578	0.0841719	9.0515e-10	0.665562299143836	0.129829707893833	2.95295141531058e-07	27.0	10.0	68.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CES4A	3.7277008069098585	0.00019323458360006723	1.12211	0.450279	0.0127016	NA	NA	NA	0.284944	0.162492	0.0795011	0.599162371182286	0.270998118818186	0.0270395347009033	8.0	NA	39.0	20.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
STK38L	3.715121818881422	0.00020310582244450343	0.721044	0.845099	0.393545	NA	NA	NA	0.480949	0.310477	0.121366	3.24090182845821	0.803693762927899	5.51846481277504e-05	7.0	NA	34.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TMEM151A	-3.62265305496635	0.0002915968171960512	-0.417244	0.298251	0.161821	-0.715254	0.190399	0.000172228	-0.0947533	0.111753	0.396505	-1.89141055074731	1.5230594801567	0.214292120361903	26.0	11.0	71.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EEA1	3.6182493951119765	0.0002966025116402814	0.631861	0.142799	9.65157e-06	0.0862854	0.119447	0.470063	0.0439633	0.0726235	0.54494	0.24462722630152	0.164850054054992	0.137825422985216	47.0	25.0	134.0	60.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL42	3.5913911024129264	0.0003289176088044715	0.34233	0.665572	0.607015	NA	NA	NA	0.949451	0.238973	7.09598e-05	0.984260546577692	0.567923940110054	0.0830805354961692	10.0	NA	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NAALADL1	3.547413060963488	0.00038903412559340695	0.327801	0.200709	0.102423	0.33353	0.158157	0.0349575	0.0255721	0.0897506	0.775702	0.532603518580831	0.173609031848876	0.0021561707136018	46.0	26.0	123.0	67.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
HIVEP2	3.531142151024203	0.0004137693156967648	0.183741	0.134008	0.17034	0.146682	0.130324	0.260367	0.129696	0.0584824	0.0265762	0.289103989835548	0.123130182372788	0.0188768583541468	79.0	25.0	215.0	90.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TNFRSF17	3.4781574201612018	0.0005048733301905165	0.669453	0.537979	0.213358	0.218925	0.436367	0.615879	0.603724	0.211741	0.00435485	0.994363216335367	0.421520294068358	0.0183246256400527	9.0	4.0	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAP1A	3.4118027524867958	0.0006453479262786136	1.2308	0.523762	0.0187778	NA	NA	NA	0.868323	0.340601	0.0107912	0.634778918531974	0.62842637265408	0.312443235681033	9.0	NA	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ANKRD29	-3.410080296158099	0.0006494375606484674	-1.85242	1.01664	0.0684409	-1.01467	0.516456	0.0494504	-0.225073	0.216551	0.298641	-0.932573957923367	0.467683359166421	0.0461489375085295	21.0	10.0	55.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADAMTS5	-3.371574426481644	0.0007473984121333459	-0.498221	0.276054	0.0711072	-0.449572	0.2479	0.0697517	-0.170559	0.109556	0.119514	-0.36052063431004	0.229922176369308	0.116878430622948	59.0	19.0	154.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
WDR92	-3.315602959839273	0.0009144564851694809	-0.9586	0.737952	0.193944	-0.887595	0.443565	0.0453871	-0.638905	0.30491	0.0361363	-0.584484676369911	0.472972699856545	0.216544695775095	14.0	6.0	41.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SORCS3	-3.302335689197498	0.0009588324525420033	-0.0710567	0.252769	0.778623	-0.720921	0.279063	0.00978415	-0.217207	0.111905	0.0522585	-0.448286343194865	0.249158608995149	0.0719869391006683	59.0	24.0	162.0	71.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAD51AP2	3.2829822265931443	0.0010271514144431742	0.501255	0.262087	0.055805	0.386967	0.295264	0.189999	0.34015	0.123451	0.00586307	0.165666381958798	0.281990800866033	0.55687560188082	21.0	12.0	47.0	42.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EDC3	-3.280629202861306	0.0010357581319273195	-1.18291	0.518446	0.0225106	-0.285789	0.342043	0.403417	-0.452233	0.167048	0.00678505	-0.223861172664013	0.303798582712795	0.461199185142674	14.0	8.0	32.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ATP1A1-AS1	3.2759696156638434	0.0010529988875830443	1.04731	0.515023	0.0419993	0.577642	0.876405	0.509829	0.806895	0.270632	0.00286819	NA	NA	NA	16.0	3.0	43.0	NA	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PTGDR	-3.2751672301750476	0.0010559944254791493	-0.379447	0.241944	0.116805	-0.252664	0.180554	0.161698	-0.528964	0.243619	0.0299107	-0.561798828805274	0.398057430828382	0.158141087418818	18.0	9.0	47.0	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NUP210	3.247958595022555	0.0011623618385772278	0.416758	0.13336	0.00177768	0.0927019	0.113463	0.413915	0.081754	0.0616579	0.184863	0.1465591679389	0.119357090860719	0.21948263458509	95.0	37.0	261.0	132.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	3	61412	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
